ID	Cele.CC1.wo.FLT.Rep1	Cele.CC1.wo.FLT.Rep2	Cele.CC1.wo.FLT.Rep3	Cele.CC1.wo.GC.Rep1	Cele.CC1.wo.GC.Rep2	Cele.CC1.wo.GC.Rep3
NM_064443	7.52405071896828	6.7502149996292	6.7946110744075	7.60677041253259	7.05329679002339	6.54140228030295
NM_059851	9.52972416076664	9.60907713154139	9.4639344799005	9.53829958609248	9.35391959195434	9.18021088723877
NM_067590	11.1198255190816	10.6423196061153	10.8039168598474	11.5391585592434	11.1234691980891	11.0966952918305
NM_059461	8.71111291099086	8.7152003139575	8.60330016017979	8.35048477637699	8.34127038866102	8.17067715728994
NM_073883	8.94186083627595	8.48034273373929	8.86353598931784	9.73858357334443	9.15165258556033	9.47308705498166
NM_001029095	7.72800457903244	7.45170011068545	6.96047347342827	8.10617394677534	8.49133315605381	7.50645996338934
NM_062396	3.65591212583367	3.8463883744098	3.42672493200404	3.94007054711423	3.86419862928103	3.94749907680538
NM_001028472	7.15588663475476	7.73335180812563	7.57072692354043	7.99253400637307	8.32839526636856	8.05911953734572
NM_001047261	9.08273428244048	7.84931929510704	8.04226462358629	8.85063083372817	8.64411858017282	7.74802552014179
NM_063278	9.55813330498406	10.2424213367532	10.1525644482226	10.2189104024146	10.6229292442547	10.6239737132091
NM_066025	8.03259321318775	8.44640432183046	8.24773096863384	7.70112019174807	8.10188094155957	8.40801322857295
NM_065681	12.6856103286799	12.614988595513	12.6488295049652	12.3248532995195	12.2810222005847	12.5607585452607
NM_001029491	5.71180702270514	6.64424560351199	6.3916378417685	6.61288860572035	6.59448951713776	6.86213379872624
NM_001268679	12.8124479052949	12.858143343551	12.8950653023258	13.019034495301	13.1019402779831	13.2514054012492
NM_076261	8.36790299998753	8.66602361842667	8.72026980657541	8.17526044680713	8.13451395561321	8.65158183812279
NM_001027202	9.14396018427146	9.23285876261873	9.19225270027772	9.57432116780636	9.54223387365942	9.64171798054865
NM_067640	10.0957006323627	9.85349343792958	10.1163748290594	9.55876434888875	9.59781885514393	9.57489923870039
NM_061555	6.14438114872154	6.12648226148631	6.08127891661659	6.63279387793014	7.02615908472246	6.42369634888087
NM_001306284	6.99360206312599	6.74460860128912	6.75209968173862	8.08821407674194	8.30058191909841	7.75682329266618
NM_077230	9.24232918636649	9.03180877571758	9.16062866536434	8.58155498337552	8.20543326545967	8.75994375195747
NM_061914	4.47923809369474	4.79775975882705	4.68335563766673	4.69536913775784	4.86135156647685	4.5465972637467
NM_071024	10.5173269719573	10.2322113823223	10.2112968490365	11.0089945809417	11.2902585311868	10.4399289958657
NM_075874	5.82295097768295	5.68396005635148	5.61483252493163	5.63701053851798	5.68317001105177	5.79990888815285
NM_065325	7.80770145191103	7.82460766316107	7.7062333929721	7.88343129505179	7.93997328721037	8.00432693295129
NM_065584	7.81711785861306	7.06427146419227	6.94934538395506	6.87390661210731	6.61565746008741	6.59398634133777
NM_001356643	9.73518617041807	10.0815048024222	9.86029115536946	9.76967323966519	9.97618149544223	10.2353854163692
NM_077511	8.60834334506007	8.45469916868931	8.40625861977765	9.44177300118509	9.27134835302998	8.93363743225435
NM_069440	10.0712602926613	10.7974612420677	10.6960540321728	10.3829455683988	10.4808565897251	11.2270820109354
NM_171130	9.02678962583582	8.74765388931426	8.72908580613161	8.7874422122032	8.58388178436355	8.54171485130098
NM_062906	7.97079926546636	8.21423583131994	8.34623062915963	7.40795253533285	7.31643831090327	7.58158358751863
NM_171592	7.03229984573881	7.19762001104471	7.21591642801024	6.85943271132568	7.11282097178617	7.06298200823493
NM_066035	7.56019552234311	7.45066473242275	7.75772601518114	11.0041231454934	11.0621701153057	11.1187919194414
NM_062446	10.1688932958565	10.5913193547682	10.3096730154219	10.6294563877789	10.4876791587175	10.9125206591297
NM_069625	6.92461274626636	6.8985135271018	7.31187190555753	6.42033716279589	6.01017228068861	6.31493040370584
NM_063202	9.00728469782003	9.52538024101121	9.40622624165033	9.41405914458281	9.70397509376091	9.56995531960769
NM_001306420	6.76972739396108	6.56241747724728	6.65332418683148	7.05605307000489	6.72102730204137	6.87367073693659
NM_001038287	9.58691055369854	9.63372995835117	9.63615534494032	9.94724597392321	10.3530619686009	10.0446153325459
NM_001265209	11.1130251600115	10.7475220243652	10.6859984887094	10.7111654221652	10.4663446594439	10.3810603630325
NM_077269	7.73354152414523	7.88198655974611	7.90905380180256	8.80962506888682	8.63674689008637	8.55741367952803
NM_068079	7.76912815743114	7.94382668088436	7.93518677696338	7.55500469659218	8.0893874622932	7.42025750532339
NM_001347267	10.4961690698712	10.4844564306469	10.6991140844538	10.4574046931361	10.7529839691888	10.8089935655881
NM_077543	8.21861358639744	8.2098514113165	8.31752895139173	9.22503320330094	9.48997035998196	9.32076650262434
NM_061435	5.46822535237029	5.71557099013007	5.71245511346118	5.99203916436313	5.93819787881781	5.99830526016697
NM_059726	10.9687186288849	11.0492795353179	10.7923164465158	11.6302748935526	11.9273845614437	11.6470041898141
NM_074849	7.43939408880176	7.59905094933527	7.732905034003	7.73360059304947	7.40300536475976	8.12221036480332
NM_058908	6.21334252385901	6.30276953156443	6.60960119626535	7.06604009278919	6.91199382570386	7.40126243852867
NM_058660	13.4052523823223	13.624584195031	13.6027913143935	13.2958981917437	13.312100630344	13.6991847729387
NM_070254	13.4951029216632	13.4722885511212	13.5651685471487	13.4916828281109	13.4625775232282	13.5092319590279
NM_059982	11.9703405040606	12.0893673460807	12.1359118191463	11.9694620429973	11.7428300985244	12.2089715368593
NM_059207	13.2267567357708	13.3598302710442	13.3930165714984	13.092392494477	12.937812735951	13.2269265055399
NM_077618	8.14629099450072	8.4629335558439	8.30839665170944	9.6734372926447	9.46748729442523	9.75138729167336
NM_067195	8.70452733614409	8.27361125218836	8.15948355069428	8.6254058947617	8.54186058950892	8.07900694203777
NM_065027	9.32260739504213	9.23961019414478	9.28196506770906	8.74152452332197	8.75282651606493	8.62617254107253
NM_076974	8.757511018425	8.84454591248291	9.05138177986673	8.22596802961999	8.23269294989116	8.67787596104041
NM_001129655	6.84976252865473	7.48652513405338	7.64312436719423	8.0350548966142	8.59568733998884	8.78873264512737
NM_171615	9.11436644834123	9.69032728702741	9.55177721786934	9.78980288138778	10.3161735490067	10.2860074783005
NM_064874	9.19724430131665	9.06688215571554	9.21629082664248	9.03498342763803	8.93343906634476	8.92089986308742
NM_001026475	11.4035642493828	11.5030735451301	11.3310311698141	11.345494721094	11.5671428492282	11.374053126583
NM_058603	8.93527609251528	8.08341968315706	8.09873012046307	8.8105383086714	8.43190760377449	8.19857570648579
NM_001267468	9.19698199850757	8.69509024172495	8.72445837574907	8.82598487491468	9.24125292065755	8.81330150507904
NM_064567	9.72609650958162	8.39000837056867	8.52620422443643	9.4096146413506	9.02241517050729	8.38884039749647
NM_076448	7.23333096338703	7.10359405778117	7.02524668196677	7.43087679535272	7.7033753653882	7.62152681296292
NM_064040	9.34625143715178	9.34678662901428	9.56256610255913	9.12867472270175	9.27518727656616	9.19629370524225
NM_073689	11.3567246746177	11.2895351398863	11.2697442278547	11.1817584111567	11.1342865584973	11.4959719157961
NM_060044	12.0296764454805	11.6054382418654	11.632462506191	12.2039725433697	12.0681848509692	11.253105597405
NM_001027542	9.77309865072086	9.91175679434151	9.70310575447848	9.60725519981989	9.45427312906174	9.54696753917744
NM_063342	5.45219039969387	5.95582694402721	5.64486849370654	5.411660735739	5.29298007775767	5.69581872859714
NM_067419	9.44886193230377	9.20616278283611	9.47036195049985	9.73070996562619	9.57054656676512	9.95000067857987
NM_068953	8.3287312133212	8.70671657573521	8.56500868270335	8.69450629509688	8.9442083536172	8.92421663250585
NM_071127	3.29120908478663	3.53060529452566	3.43921909363713	3.18857948423166	3.43752616291039	3.49878490505414
NM_001029443	10.2762641980962	10.5253993843339	10.5277136053357	10.5356918957498	10.6359873720873	10.8372077417301
NM_075105	6.27955053922186	7.00794484891459	6.86277729525288	5.90043936897518	7.6774789922948	7.61202262649235
NM_062901	5.87239744822473	6.02219778545735	6.0187187935803	5.92057354170857	5.88878733527707	6.45178495402759
NM_060474	7.42706198810584	6.94307808474075	7.04961394925143	7.04349476857585	6.6057667799015	6.72049101566227
NM_001268201	9.39394899787546	9.51198564602756	9.71674604296163	9.3338087767555	9.31473427723177	9.71555402813858
NM_001028265	8.3026606055275	8.3811153566773	8.53767595255439	7.09925485846626	6.93050118278801	7.48079617741268
NM_073980	9.69805082739284	9.8504197751001	9.6537225537171	9.04325825644638	9.38738997563087	9.41002077674977
NM_061579	8.53724713037275	8.46800523786317	8.4943768170581	8.21367325179125	7.93534642216825	8.09971539421888
NM_001038315	11.1320637579016	10.6920619165761	10.5875077612476	11.5012175036105	11.4098878547138	10.8642111698976
NM_078203	12.1882265425679	12.6168636363444	12.5697792593264	12.4129969266583	12.8909621503442	12.7533690272003
NM_001312975	9.94079930171717	10.2464293405722	10.2496061402588	9.65320831108339	9.80686484295908	9.92510475808725
NM_066098	7.97995058262366	7.97505649057806	7.84509510561828	7.43723104250533	7.57318661335133	7.39762477922061
NP_006964	8.65351377231632	8.74311525540761	8.48039971058234	8.64015357887599	8.72167021725676	8.52218990695732
